date,open,high,low,close,volume,dividends,stock splits,capital gains,rsi_14,sma_50,sma_200,bb_middle,bb_upper,bb_lower,macd,macd_signal,macd_hist,atr_14,momentum_14,roc_10,target
2024-11-12 00:00:00+05:30,494.2000122070313,499.0,494.2000122070313,494.2000122070313,31500,0.0,0.0,0.0,40.579093954213654,481.8649993896485,389.44450004577635,507.26000213623047,564.8598730741738,449.6601311982871,3.540378928211851,4.154388110743978,-0.6140091825321274,11.492856706891741,-0.043453036187295124,3.5516002529138335,1
2024-11-13 00:00:00+05:30,500.0,500.0,484.3500061035156,500.0,77250,0.0,0.0,0.0,47.230697853440475,481.92899963378915,391.2095000457764,503.6850021362305,552.7383719604981,454.63163231196296,3.4766118669729167,4.018832861989766,-0.5422209950168497,11.282141549246651,-0.012540744597557052,6.906133621965971,1
2024-11-14 00:00:00+05:30,510.0,510.0,491.25,510.0,39500,0.0,0.0,0.0,56.00174979992392,481.8849993896485,392.98775001525877,501.1800033569336,542.6308919228787,459.72911479098843,4.18475320797404,4.052016931186621,0.13273627678741917,11.899998256138392,0.027707808564231717,6.907035541384587,0
2024-11-18 00:00:00+05:30,504.9500122070313,507.9500122070313,499.7999877929688,504.9500122070313,14750,0.0,0.0,0.0,58.47767527659882,481.97299987792974,394.6617501068115,498.98250274658204,533.9313952136132,464.0336102795509,4.289027275610124,4.099419000071322,0.18960827553880222,11.921428135463165,0.03824407498733917,3.7817336092282217,1
2024-11-19 00:00:00+05:30,508.1000061035156,508.1000061035156,504.9500122070313,508.1000061035156,18250,0.0,0.0,0.0,64.86748594057616,482.3170001220704,396.3090001678467,497.49000244140626,527.6540454584508,467.32595942436177,4.573127243128852,4.1941606486828285,0.3789665944460232,11.453569684709814,0.06464118617813641,4.762887856394982,0
2024-11-21 00:00:00+05:30,507.0,507.0,497.9500122070313,507.0,26750,0.0,0.0,0.0,70.61910702871921,482.87000000000006,397.9062501525879,496.48000183105466,523.6606196603665,469.2993840017428,4.655847502948461,4.286498019535955,0.3693494834125062,10.817855834960929,0.08402819492673474,4.310258766214559,1
2024-11-22 00:00:00+05:30,517.0999755859375,517.0999755859375,517.0999755859375,517.0999755859375,23500,0.0,0.0,0.0,70.84852594107323,483.71099975585946,399.50725006103517,496.50249938964845,523.7540635760248,469.2509352032721,5.47329479025575,4.523857373679914,0.9494374165758357,10.542855398995524,0.08395344055715537,4.306601227622298,1
2024-11-25 00:00:00+05:30,542.9500122070312,542.9500122070312,538.0,542.9500122070312,72250,0.0,0.0,0.0,75.08898700613231,485.07000000000005,401.1910001373291,498.3324996948242,532.4252427147948,464.23975667485365,8.11348239777459,5.241782378498849,2.8717000192757407,11.710715157645078,0.11591825265456812,7.376647633893341,0
2024-11-26 00:00:00+05:30,550.0,550.0,522.0,530.0,52250,0.0,0.0,0.0,68.17447675166729,486.1520001220704,402.7585001373291,500.0199996948242,536.9054197128994,463.134579676749,9.056494707403374,6.004724844279754,3.05176986312362,13.017859322684135,0.09278350515463907,3.0126336248785135,0
2024-11-27 00:00:00+05:30,525.25,533.9500122070312,511.3500061035156,525.7999877929688,35500,0.0,0.0,0.0,65.65576848278494,487.2770001220704,404.25100006103514,501.99249877929685,540.0020862287281,463.98291132986566,9.357070389800583,6.6751939533839195,2.6818764364166636,13.921430315290158,0.08178171175457627,4.273671352100883,1
2024-11-28 00:00:00+05:30,518.3499755859375,544.0,517.0,539.2999877929688,52500,0.0,0.0,0.0,66.65391502599189,488.84099975585946,405.58375,505.0949981689453,544.6972547427878,465.4927415951028,10.562853954188142,7.452725953544764,3.1101280006433782,15.157143729073644,0.08784667230049159,9.125854810186462,0
2024-11-29 00:00:00+05:30,539.0,563.8499755859375,520.0,524.0499877929688,59000,0.0,0.0,0.0,56.759732943174754,490.23099975585944,406.5675,507.91249694824216,544.1913863190317,471.6336075774526,10.170657556438357,7.996312274123483,2.1743452823148743,17.58214242117744,0.036388794855303,4.809997558593748,0
2024-12-02 00:00:00+05:30,525.0,537.9500122070312,512.0,517.4000244140625,31250,0.0,0.0,0.0,51.08290709753822,491.4330004882813,407.3545001220703,509.92999877929685,543.3582000775849,476.50179748100885,9.216994837873301,8.240448786873447,0.976546050999854,18.717856270926323,0.005636587782434477,1.4509851792279482,0
2024-12-03 00:00:00+05:30,533.0,536.4500122070312,506.0,517.3499755859375,40250,0.0,0.0,0.0,55.29505832384749,492.8670001220704,408.32125,511.4699981689453,543.1554961945573,479.78450014333345,8.360793714954923,8.264517772489743,0.09627594246518001,20.124999999999982,0.025979128578953903,2.455681370262486,0
2024-12-04 00:00:00+05:30,528.0,528.9000244140625,509.0,510.0499877929688,34750,0.0,0.0,0.0,56.552283582579136,494.24399963378914,409.41349990844725,512.7224975585938,541.882101055122,483.56289406206554,7.0123659603523265,8.01408741006226,-1.0017214497099332,20.828574044363826,0.03207198541973644,0.3837791115979483,0
2024-12-05 00:00:00+05:30,491.0,519.6500244140625,491.0,508.6000061035156,27250,0.0,0.0,0.0,53.68782403659598,495.7150000000001,410.64424987792967,513.8499984741211,540.2835845807335,487.4164123675086,5.760324411458271,7.563334810341463,-1.8030103988831918,21.757147652762264,0.017200012207031268,0.3155830578926322,1
2024-12-06 00:00:00+05:30,505.0,530.0,505.0,524.1500244140625,46250,0.0,0.0,0.0,55.792067779739824,497.55900024414063,412.08125,515.2699996948243,540.6394437022948,489.90055568735374,5.954192756482826,7.241506399569736,-1.28731364308691,22.203576224190837,0.027745145909926494,1.3633821622475395,1
2024-12-09 00:00:00+05:30,524.9000244140625,549.0,524.9000244140625,542.2999877929688,65000,0.0,0.0,0.0,63.807754375577616,499.335,413.5499999237061,517.1024993896484,544.7394537359921,489.46554504330464,7.486090188007552,7.290423157257299,0.19566703075025238,23.250002179827,0.07396766943858157,-0.11972085817260059,1
2024-12-10 00:00:00+05:30,544.0,549.0,530.0,547.5999755859375,60000,0.0,0.0,0.0,64.37407978059326,501.1209997558594,415.0982498168945,518.7574981689453,549.5252138134307,487.9897825244599,9.023774208293617,7.637093367464563,1.3866808408290536,24.382145472935264,0.07774054124765062,3.320750110554238,0
2024-12-11 00:00:00+05:30,542.0,548.0,531.5499877929688,541.1500244140625,53500,0.0,0.0,0.0,61.961484768996264,502.73400024414065,416.5549999237061,520.6024993896484,552.1235055412125,489.08149323808436,9.611151347703867,8.031904963512424,1.5792463841914426,24.832146780831472,0.06735705012635607,2.9193680063640093,0
2024-12-12 00:00:00+05:30,542.2999877929688,549.9500122070312,531.0,532.5499877929688,40500,0.0,0.0,0.0,55.46903086974557,504.2729998779297,418.0197498321533,522.5199981689453,551.8694025569844,493.17059378090636,9.275775514531233,8.280679073716186,0.9950964408150469,25.46429225376674,0.029878191716262492,-1.251622501907279,0
2024-12-13 00:00:00+05:30,516.5,547.9000244140625,516.0,526.6500244140625,43250,0.0,0.0,0.0,43.281122161964156,505.76300048828125,419.47024993896486,523.8524993896484,551.2520246040235,496.4529741752733,8.436657478092457,8.31187475459144,0.12478272350101705,25.896434238978795,-0.030021157429780954,0.49614286454691126,1
2024-12-16 00:00:00+05:30,531.9000244140625,552.9500122070312,520.5999755859375,540.5499877929688,125250,0.0,0.0,0.0,54.31492774129256,507.8470001220703,420.9569998931885,525.3799987792969,552.9337193468828,497.82627821171104,8.79191355979151,8.407882515631453,0.3840310441600572,26.20715114048549,0.019905637345223992,4.47428726063992,0
2024-12-17 00:00:00+05:30,552.0,557.5,521.0,530.2999877929688,51500,0.0,0.0,0.0,51.753704095734435,510.01200012207033,422.42474983215334,526.6474975585937,552.5254564130449,500.7695387041425,8.152391531951139,8.35678431889539,-0.20439278694425056,27.200007847377233,0.008558387418167612,2.5031434847105904,1
2024-12-18 00:00:00+05:30,539.0,548.0,530.0,536.7000122070312,52250,0.0,0.0,0.0,48.92740183881165,512.6200006103516,423.9202498626709,528.0774978637695,552.7738524968343,503.38114323070477,8.068980021437937,8.2992234594039,-0.23024343796596192,26.55715070452009,-0.0048210191818799375,5.2249828549902455,1
2024-12-19 00:00:00+05:30,523.0,544.9500122070312,522.0,537.1500244140625,29750,0.0,0.0,0.0,56.156037896900976,514.8310009765624,425.4322499847412,529.5849990844727,552.4791298008126,506.69086836813267,7.94757334428698,8.228893436380515,-0.2813200920935355,25.064296177455358,0.0249976851946212,5.613452215479531,0
2024-12-20 00:00:00+05:30,536.0,542.8499755859375,521.0,521.7000122070312,51500,0.0,0.0,0.0,51.866314937301176,516.3070013427734,426.8352500152588,529.8150009155273,552.2692115881631,507.36079024289154,6.529403910125893,7.888995531129591,-1.3595916210036982,24.771436418805802,0.008310760707517018,-0.46742575463391,1
2024-12-23 00:00:00+05:30,511.1000061035156,539.7000122070312,510.2999877929688,528.5999755859375,50000,0.0,0.0,0.0,54.60877196930486,517.4740008544921,428.2897499084473,529.0974990844727,550.6848324942833,507.51016567466206,5.894317769312693,7.4900599787662125,-1.5957422094535199,24.696437290736604,0.02174543448515398,-2.526279276307386,0
2024-12-24 00:00:00+05:30,529.0,538.8499755859375,517.0,517.4000244140625,34250,0.0,0.0,0.0,52.91784303064311,517.9470013427734,429.72625,528.4675003051758,550.6705821885498,506.2644184218018,4.436128046767408,6.879273592366451,-2.4431455455990436,24.835719517299104,0.01441042407019344,-5.514965763020852,0
2024-12-26 00:00:00+05:30,529.9500122070312,531.9000244140625,511.0,512.5499877929688,24750,0.0,0.0,0.0,51.52685938567954,517.8300006103516,431.1959999084473,527.8050003051758,551.1067439530236,504.5032566573279,2.8562200374293525,6.074662881379032,-3.2184428439496795,24.282148088727673,0.007766381521924659,-5.285047644978091,0
2024-12-27 00:00:00+05:30,512.0,529.9500122070312,504.0499877929688,511.2999877929688,44500,0.0,0.0,0.0,44.415449100970484,517.1700006103515,432.6199998474121,526.4050003051758,550.1589769099962,502.6510237003554,1.4861357561824207,5.15695745633971,-3.6708217001572896,24.346435546874993,-0.02451595158363007,-3.990235750087179,0
2024-12-30 00:00:00+05:30,507.1000061035156,519.0,495.0499877929688,504.4500122070313,26000,0.0,0.0,0.0,31.75902644840275,515.8290008544922,433.97449989318847,525.4250015258789,551.1255509276851,499.7244521240726,-0.15066491838706497,4.095432981394355,-4.24609789978142,24.282152448381684,-0.06979527279721653,-4.2153253921767835,0
2024-12-31 00:00:00+05:30,504.3999938964844,517.8499755859375,493.7999877929688,503.8500061035156,26250,0.0,0.0,0.0,27.915186616495163,514.7040014648437,435.3842499542236,524.7475006103516,552.0059581405771,497.4890430801261,-1.479205364915515,2.9805053121323812,-4.459710677047896,24.642865862165163,-0.07989403110474758,-6.789377951759246,1
