date,open,high,low,close,volume,dividends,stock splits,rsi_14,sma_50,sma_200,bb_middle,bb_upper,bb_lower,macd,macd_signal,macd_hist,atr_14,momentum_14,roc_10,target
2024-11-07 00:00:00+05:30,1123.9000244140625,1175.0,1099.3499755859375,1150.9000244140625,244633,0.0,0.0,55.521848772796986,1128.888994140625,952.5639964294434,1074.6575012207031,1171.7167610616773,977.598241379729,-9.972092952283901,-23.329039455067022,13.35694650278312,47.60714721679687,0.03266040772908263,14.035177053659886,0
2024-11-08 00:00:00+05:30,1169.0,1169.0,1119.1500244140625,1130.5,93620,0.0,0.0,57.474869964839606,1126.4449951171875,956.0454963684082,1074.5100036621093,1171.20134329741,977.8186640268085,-5.206319554950596,-19.704495475043736,14.49817592009314,47.45357404436383,0.04395602041997648,13.858391802048665,0
2024-11-11 00:00:00+05:30,1160.0,1160.0,1105.75,1116.449951171875,111998,0.0,0.0,62.34030644196806,1123.9309936523437,959.4899961853027,1075.1200012207032,1172.7506929941221,977.4893094472844,-2.5339218475460257,-16.270380749544195,13.73645890199817,47.40714372907365,0.06939650495390315,10.005904455115267,0
2024-11-12 00:00:00+05:30,1122.5,1122.5,1075.1500244140625,1084.25,100438,0.0,0.0,58.12292018109133,1121.5229931640624,962.6437461853027,1072.957501220703,1167.5724954339084,978.3425070074977,-2.979943431267202,-13.612293285888796,10.632349854621594,48.207140241350444,0.049511204745747994,6.392898241078271,0
2024-11-13 00:00:00+05:30,1080.0,1097.9000244140625,1040.75,1050.0999755859375,109791,0.0,0.0,56.28171190507386,1118.7159936523437,965.7129960632324,1069.5950012207031,1162.328499330194,976.8615031112122,-6.019649543495007,-12.093764537410038,6.074114993915032,49.23928833007812,0.04047557650328204,0.6807263265520058,1
2024-11-14 00:00:00+05:30,1045.5,1155.0,1045.5,1114.699951171875,630158,0.0,0.0,66.30957669980612,1117.9149926757811,969.1827458190918,1068.3524963378907,1157.7451893124096,978.9598033633719,-3.179311270795324,-10.310873884087096,7.131562613291772,53.51428658621651,0.12267088706105134,6.328990998340367,0
2024-11-18 00:00:00+05:30,1106.9000244140625,1118.3499755859375,1084.050048828125,1098.5,220326,0.0,0.0,61.37105292957148,1116.6259936523438,972.5789958190918,1067.5524963378907,1155.4806778925715,979.62431478321,-2.2100473469688495,-8.690708576663448,6.480661229694599,52.65713936941963,0.0823726215143239,1.8638700974491051,1
2024-11-19 00:00:00+05:30,1098.5,1205.0,1075.0,1167.9000244140625,766151,0.0,0.0,67.19039187160732,1116.8079931640625,976.1977459716796,1071.8024963378907,1170.4211815030903,973.1838111726911,4.1107174736407615,-6.1304233666026064,10.241140840243368,59.557137625558035,0.14601123775179303,10.869564965473488,1
2024-11-21 00:00:00+05:30,1171.0,1230.0,1154.1500244140625,1213.0999755859375,706309,0.0,0.0,68.72935308644895,1118.5409936523438,980.0194958496094,1080.2574951171875,1196.2965745640993,964.2184156702759,12.621731971035388,-2.3799922990750075,15.001724270110396,61.70713152204241,0.16308722491460936,13.273264941887941,1
2024-11-22 00:00:00+05:30,1232.300048828125,1270.0,1182.050048828125,1231.1500244140625,535403,0.0,0.0,69.58012314769826,1120.268994140625,983.8677459716797,1090.1599975585937,1221.9833286633952,958.3366664537921,20.585958256183176,2.213197811976629,18.37276044420655,65.45356096540179,0.1743692975487079,10.377442842607554,0
