date,open,high,low,close,volume,dividends,stock splits,rsi_14,sma_50,sma_200,bb_middle,bb_upper,bb_lower,macd,macd_signal,macd_hist,atr_14,momentum_14,roc_10,target
2008-12-19 00:00:00+05:30,9.716570798567847,10.23276312227006,9.109284987918434,9.982257843017578,1586320,0.0,0.0,94.45220962765673,6.683785552978516,11.338060722351074,6.69911949634552,9.885209383202799,3.5130296094882403,0.7789945524493822,0.3022891640672247,0.4767053883821575,0.753142648789661,0.9281521211429589,60.8562521005743,0
2008-12-22 00:00:00+05:30,9.97466858286506,10.247946906417424,9.564750735566005,9.67482089996338,597740,0.0,0.0,89.96657373329224,6.699954586029053,11.314452495574951,6.9171730279922485,10.295202840972502,3.539143215011995,0.8570032085811006,0.4132319729699999,0.44377123561110066,0.7886580100651558,0.8825707461234136,43.76764671891398,0
2008-12-23 00:00:00+05:30,9.337016631345872,9.708978902999512,9.10928437712946,9.405336380004885,1083890,0.0,0.0,85.19758404699562,6.736543550491333,11.291299738883971,7.122701239585877,10.584267391631181,3.661135087540572,0.8868573426069144,0.5079570468973829,0.37890029570953154,0.7783558454897451,0.7365103294809405,44.997092989278165,1
2008-12-24 00:00:00+05:30,9.405336529084876,10.232762598345644,8.949872013432676,9.944302558898926,1327710,0.0,0.0,85.33509889254621,6.785581874847412,11.26366825580597,7.355936861038208,10.921650472607588,3.7902232494688266,0.9431351502869827,0.5949926675753029,0.3481424827116798,0.8211911488922378,0.6848876712682923,49.97145433459402,0
2008-12-26 00:00:00+05:30,10.01641816604518,10.156853301068454,9.79248150886326,9.940507888793944,749450,0.0,0.0,84.45378720523102,6.8346961498260494,11.235467405319215,7.591260075569153,11.188423445761657,3.994096705376648,0.9761767621044513,0.6712294864811326,0.3049472756233187,0.8076356901796873,0.6018348434929026,42.88056540434943,0
2008-12-29 00:00:00+05:30,9.724161882913254,9.92532479309306,7.955441744209731,9.750730514526367,313040,0.0,0.0,79.70149124993802,6.87743390083313,11.210758457183838,7.817094421386718,11.357830161216857,4.276358681556581,0.9758006074659722,0.7321437106781006,0.2436568967878716,0.9046930693395859,0.4489566208600999,20.159040249071538,1
2008-12-30 00:00:00+05:30,9.830436875199632,11.128510055059138,9.720366721309295,10.103715896606444,2577180,0.0,0.0,84.80644236796834,6.928977298736572,11.187776503562928,8.063424658775329,11.515209852929532,4.611639464621126,0.9925440426306338,0.7842237770686072,0.20832026556202654,0.9483417046011046,0.5576364036399639,24.80076313954931,0
2008-12-31 00:00:00+05:30,10.255535002647845,10.40735624688858,9.758319432340828,9.822843551635742,1046010,0.0,0.0,79.92880794302279,6.978167419433594,11.16217559814453,8.29760913848877,11.543424198594092,5.051794078383448,0.9719453042847075,0.8217680825118273,0.15017722177288018,0.9692171656738319,0.4813971361135998,16.157945515146487,1
2009-01-02 00:00:00+05:30,10.627498668560271,10.64647605517777,10.255536388906476,10.35801601409912,558420,0.0,0.0,80.68491407316938,7.039123687744141,11.139402389526367,8.544698524475098,11.614572713627398,5.474824335322799,0.9874222122240397,0.8548989084542697,0.13252330376976995,0.9965993479372814,0.4888164680500524,20.379393749833042,0
2009-01-05 00:00:00+05:30,10.60472380403319,10.722385173141236,10.077144005889174,10.194806098937988,340590,0.0,0.0,72.8714059920268,7.096967649459839,11.114959139823913,8.759335994720459,11.646057686314965,5.872614303125952,0.9752757256425841,0.8789742718919327,0.09630145375065147,0.9233997651178928,0.25631419568903246,4.799058399190392,0
