date,open,high,low,close,volume,dividends,stock splits,rsi_14,sma_50,sma_200,bb_middle,bb_upper,bb_lower,macd,macd_signal,macd_hist,atr_14,momentum_14,roc_10,target
2014-03-25 00:00:00+05:30,1635.0410065650071,1644.0083246997328,1626.4223931434467,1635.3399658203125,138976,0.0,0.0,63.42244649818138,1500.732490234375,1055.1845697021483,1578.529443359375,1769.1645384494263,1387.8943482693235,49.534394177643435,50.54523914359444,-1.0108449659510086,75.59945657404721,0.08318759933514741,0.8138582411706841,0
2014-03-26 00:00:00+05:30,1642.01563022452,1642.3643349467932,1605.299467672638,1620.1453857421875,188125,0.0,0.0,41.13017378566409,1504.615341796875,1060.2346649169922,1587.8853454589844,1766.4371985305872,1409.3334923873815,46.39962155812486,49.71611562650053,-3.3164940683756683,65.45429070241764,-0.03349375222697826,0.6748633229014089,0
2014-03-27 00:00:00+05:30,1619.5972997136685,1628.7638429775666,1575.8566900560988,1607.441650390625,182718,0.0,0.0,25.424664551939273,1506.8551806640626,1065.2571102905274,1596.6359558105469,1759.5812666567706,1433.6906449643232,42.40142911811381,48.253178324823196,-5.8517492067093855,63.006071314022215,-0.0754461875648621,-0.21955519594893946,1
2014-03-28 00:00:00+05:30,1630.0591105907952,1700.801284705677,1610.3808297630642,1625.1768798828125,567757,0.0,0.0,57.01958054355791,1509.2733666992187,1070.1629803466797,1607.55615234375,1744.0534530924742,1471.0588515950258,40.20051113607906,46.64264488707437,-6.4421337509953105,57.333876690560814,0.013137005626286058,1.065735756592301,0
2014-03-31 00:00:00+05:30,1636.98390015907,1646.9974542029524,1533.859740140918,1543.773681640625,366412,0.0,0.0,31.645220004837725,1509.281337890625,1074.519602661133,1613.3326049804687,1725.486559610277,1501.1786503506603,31.524317288827888,43.61897936742508,-12.094662078597189,58.39429958060158,-0.04830931579844455,-4.431759539051128,1
2014-04-01 00:00:00+05:30,1549.3533003659952,1569.1810614613596,1524.6931754887871,1550.3995361328125,273851,0.0,0.0,35.793226654446514,1510.696181640625,1079.0082440185547,1617.4600646972656,1711.719152311684,1523.2009770828472,24.896036230798927,39.87439074009985,-14.978354509300921,57.15951581376854,-0.036591019733962615,-5.691070976550838,1
2014-04-02 00:00:00+05:30,1564.2489857235798,1618.1027623962657,1550.6486503240346,1589.158203125,405623,0.0,0.0,45.53425413177614,1511.6407373046875,1083.7855825805664,1621.4305908203125,1702.32873370512,1540.5324479355052,22.511082498320775,36.40172909174404,-13.890646593423263,51.32008208597141,-0.013544831731306606,-2.832855946083601,1
2014-04-03 00:00:00+05:30,1594.1899465582833,1604.0540211780208,1584.2262593922942,1592.0477294921875,152951,0.0,0.0,46.72649092541025,1511.3049633789062,1088.6142346191407,1617.2184448242188,1694.793947283464,1539.6429423649736,20.61649597939322,33.244682469273876,-12.628186489880655,48.45553089264614,-0.00994484272787366,-1.9753956424556685,0
2014-04-04 00:00:00+05:30,1597.179040997901,1597.7768378980693,1548.406841328787,1554.9329833984375,139051,0.0,0.0,38.974728109810854,1508.6615966796876,1093.2563165283202,1608.034423828125,1666.1470570903662,1549.9217905658838,15.936467012875482,29.7830393779942,-13.846572365118718,48.79357606971712,-0.037409362360955156,-4.890752511511398,0
2014-04-07 00:00:00+05:30,1552.541739135454,1552.541739135454,1474.6257514591723,1481.8992919921875,344120,0.0,0.0,24.55811671636529,1505.097587890625,1097.4854040527343,1601.9242004394532,1682.9557679766572,1520.8926329022493,6.262116035044301,25.078854709404222,-18.81673867435992,51.416156945953276,-0.09857857996405661,-9.302668558056116,0
